sra_accession,site_name,sequencing_lab,date,total_read_pairs,total_virus_hits,ra,below_species_counts,species_counts,genus_counts,family_counts,order_counts,class_counts,phylum_counts,kingdom_counts,domain_counts,realm_counts,unresolved_counts
SAMN54927450,"NYC (Hospital B), NY",MU,2025-04-03,971144862,485184,0.0004996000277453,480717,4444,23,0,0,0,0,0,0,0,0
SAMN54927451,"NYC (Hospital B), NY",MU,2025-04-09,990039094,208552,0.0002106502675135,201090,7406,56,0,0,0,0,0,0,0,0
SAMN54927452,"NYC (Hospital B), NY",MU,2025-05-14,1115125201,12655,1.134850148543993e-05,12360,177,118,0,0,0,0,0,0,0,0
SAMN54927453,"NYC (Hospital B), NY",MU,2025-05-20,937281816,3776,4.028670924306079e-06,3776,0,0,0,0,0,0,0,0,0,0
SAMN54927454,"NYC (Hospital B), NY",MU,2025-05-28,851974617,412,4.835824821292768e-07,281,127,4,0,0,0,0,0,0,0,0
SAMN54927455,"NYC (Hospital B), NY",MU,2025-06-04,938614886,172,1.832487451088646e-07,112,55,5,0,0,0,0,0,0,0,0
SAMN54927456,"NYC (Hospital B), NY",MU,2025-06-12,1088009015,68733,6.317318979199818e-05,47536,20544,642,11,0,0,0,0,0,0,0
SAMN54927457,"NYC (Hospital B), NY",MU,2025-06-18,1061995032,12,1.1299487886869888e-08,5,7,0,0,0,0,0,0,0,0,0
SAMN54927458,"NYC (Hospital B), NY",MU,2025-06-24,929030025,254,2.73403434942805e-07,149,29,76,0,0,0,0,0,0,0,0
SAMN55279285,"NYC (Hospital B), NY",MU,2025-12-10,208595527,42420,0.0002033600653383,11072,31312,8,2,0,0,0,0,0,0,26
SAMN55279286,"NYC (Hospital B), NY",MU,2025-12-16,186135958,22881,0.0001229262752122,21250,1609,15,1,0,0,0,0,0,0,6
SAMN55279287,"NYC (Hospital B), NY",MU,2025-12-22,195089023,4959,2.541916466514879e-05,1965,2992,2,0,0,0,0,0,0,0,0
SAMN55279288,"NYC (Hospital B), NY",MU,2025-12-30,205393369,8312,4.046868718531999e-05,7296,1000,1,2,0,0,0,0,0,0,13
SAMN54927463,"NYC (Hospital D), NY",MU,2025-09-02,145871890,191,1.3093681037518609e-06,18,173,0,0,0,0,0,0,0,0,0
SAMN54927464,"NYC (Hospital D), NY",MU,2025-09-09,135042908,1143,8.463976501453893e-06,124,958,9,52,0,0,0,0,0,0,0
SAMN54927465,"NYC (Hospital D), NY",MU,2025-09-16,136518313,6056,4.4360348929890456e-05,5017,1011,13,15,0,0,0,0,0,0,0
SAMN54927466,"NYC (Hospital D), NY",MU,2025-09-30,185875452,873,4.696693353568818e-06,546,322,5,0,0,0,0,0,0,0,0
SAMN54927467,"NYC (Hospital D), NY",MU,2025-10-14,133736821,33372,0.0002495348681871,5556,27766,35,15,0,0,0,0,0,0,0
SAMN54927468,"NYC (Hospital D), NY",MU,2025-10-21,162948383,657,4.031951639556927e-06,339,307,6,5,0,0,0,0,0,0,0
SAMN54927469,"NYC (Hospital D), NY",MU,2025-10-28,169986086,30462,0.0001792029025246,24636,5472,326,28,0,0,0,0,0,0,0
SAMN54927470,"NYC (Hospital D), NY",MU,2025-11-05,144377971,2247,1.5563316096193094e-05,1181,849,217,0,0,0,0,0,0,0,0
SAMN54927471,"NYC (Hospital D), NY",MU,2025-11-13,126688978,2419,1.909400516278535e-05,616,1708,95,0,0,0,0,0,0,0,0
SAMN54927472,"NYC (Hospital D), NY",MU,2025-11-18,165339437,27406,0.0001657559775046,4785,22598,19,4,0,0,0,0,0,0,0
SAMN55951738,"NYC (Hospital D), NY",MU,2025-11-25,267783206,293975,0.0010978096961017,283426,10261,268,20,0,0,0,0,0,0,0
SAMN55951739,"NYC (Hospital D), NY",MU,2025-12-02,247215765,6387,2.5835730985845506e-05,4669,1631,81,6,0,0,0,0,0,0,0
SAMN55951740,"NYC (Hospital D), NY",MU,2025-12-09,254554457,20265,7.960968446134888e-05,2862,17342,19,1,0,0,0,0,0,0,41
SAMN55951741,"NYC (Hospital D), NY",MU,2025-12-10,132274551,36,2.721611959960461e-07,14,22,0,0,0,0,0,0,0,0,0
SAMN55951742,"NYC (Hospital D), NY",MU,2025-12-17,201309501,2977,1.4788174354473216e-05,1265,1705,4,3,0,0,0,0,0,0,0
SAMN55951743,"NYC (Hospital D), NY",MU,2025-12-23,198962272,564825,0.0028388547955463,560689,4019,117,0,0,0,0,0,0,0,0
SAMN54911888,"Miami-Dade CDWWTP, FL",SB,2025-03-25,2503551774,1159419,0.0004631096556663,1092469,64349,2280,303,0,0,0,0,0,0,18
SAMN54911890,"Miami-Dade CDWWTP, FL",SB,2025-04-01,1663229450,761178,0.0004576506266167,727801,31398,1729,183,0,0,0,0,0,0,67
SAMN54911891,"Miami-Dade CDWWTP, FL",SB,2025-04-08,1653018522,424241,0.0002566462470648,398658,25117,346,115,0,0,0,0,0,0,5
SAMN54911892,"Miami-Dade CDWWTP, FL",SB,2025-04-15,832555414,455420,0.0005470146399168,425241,28554,1065,549,0,0,0,0,0,0,11
SAMN54911854,"Miami-Dade CDWWTP, FL",SB,2025-04-23,2458774326,1072761,0.0004362990896139,1010000,60204,2455,74,0,0,0,0,0,0,28
SAMN54911856,"Miami-Dade CDWWTP, FL",SB,2025-04-29,1345645766,1259100,0.0009356845849132,1223086,33400,2455,116,0,0,0,0,0,0,43
SAMN54911857,"Miami-Dade CDWWTP, FL",SB,2025-05-06,2868996262,1970517,0.0006868314978655,1912405,54294,3566,175,0,0,0,0,0,0,77
SAMN54911859,"Miami-Dade CDWWTP, FL",SB,2025-05-13,1901801711,19178,1.0084121751008352e-05,18194,909,70,3,0,0,0,0,0,0,2
SAMN54911860,"Miami-Dade CDWWTP, FL",SB,2025-05-20,712030622,2346,3.294802115968546e-06,2259,76,9,1,0,0,0,0,0,0,1
SAMN54911861,"Miami-Dade CDWWTP, FL",SB,2025-05-27,251456947,6148,2.4449513419090387e-05,5953,172,23,0,0,0,0,0,0,0,0
SAMN54911862,"Miami-Dade CDWWTP, FL",SB,2025-06-03,1110491423,22473,2.0236986557977223e-05,21699,728,45,1,0,0,0,0,0,0,0
SAMN54911863,"Miami-Dade CDWWTP, FL",SB,2025-06-10,1182915641,48459,4.096572766510575e-05,46364,1955,126,9,0,0,0,0,0,0,5
SAMN54911864,"Miami-Dade CDWWTP, FL",SB,2025-06-17,1185360940,52381,4.4189915689308944e-05,50734,1550,89,7,0,0,0,0,0,0,1
SAMN54911865,"Miami-Dade CDWWTP, FL",SB,2025-06-24,440820990,31279,7.095624008285086e-05,30408,809,58,2,0,0,0,0,0,0,2
SAMN54911866,"Miami-Dade CDWWTP, FL",SB,2025-07-01,1445308951,48220,3.336310895095259e-05,46512,1600,102,4,0,0,0,0,0,0,2
SAMN54911867,"Miami-Dade CDWWTP, FL",SB,2025-07-08,1160434121,669321,0.0005767850047559,631429,36470,1276,146,0,0,0,0,0,0,0
SAMN54911868,"Miami-Dade CDWWTP, FL",SB,2025-07-15,814515231,292143,0.0003586710093086,274251,17186,633,55,0,0,0,0,0,0,18
SAMN54911869,"Miami-Dade CDWWTP, FL",SB,2025-07-22,865592731,510883,0.0005902117493636,487635,22321,896,31,0,0,0,0,0,0,0
SAMN54911870,"Miami-Dade CDWWTP, FL",SB,2025-07-29,1051996105,200959,0.0001910263726689,185703,14882,336,26,0,0,0,0,0,0,12
SAMN54911871,"Miami-Dade CDWWTP, FL",SB,2025-08-05,1263435921,441681,0.0003495871794197,412431,28663,495,91,0,0,0,0,0,0,1
SAMN54911872,"Miami-Dade CDWWTP, FL",SB,2025-08-12,1137808922,184782,0.0001624016092923,170946,13379,410,34,0,0,0,0,0,0,13
SAMN54911873,"Miami-Dade CDWWTP, FL",SB,2025-08-19,1040531373,147705,0.0001419515103846,131112,16170,347,61,0,0,0,0,0,0,15
SAMN54911874,"Miami-Dade CDWWTP, FL",SB,2025-08-26,1183389681,188800,0.0001595416987584,173285,15181,275,43,0,0,0,0,0,0,16
SAMN54911875,"Miami-Dade CDWWTP, FL",SB,2025-09-02,1138094892,392296,0.0003446953349475,362812,28586,680,144,0,0,0,0,0,0,74
SAMN54911876,"Miami-Dade CDWWTP, FL",SB,2025-09-09,1157926037,214457,0.0001852078571059,178816,34903,673,46,0,0,0,0,0,0,19
SAMN54911877,"Miami-Dade CDWWTP, FL",SB,2025-09-16,941953705,88856,9.433159987411483e-05,76044,12107,664,41,0,0,0,0,0,0,0
SAMN54911878,"Miami-Dade CDWWTP, FL",SB,2025-09-23,968743489,118297,0.0001221138529892,101903,15590,719,74,0,0,0,0,0,0,11
SAMN54911879,"Miami-Dade CDWWTP, FL",SB,2025-09-30,1119449351,301098,0.0002689697392124,273643,25895,1404,156,0,0,0,0,0,0,0
SAMN54911880,"Miami-Dade CDWWTP, FL",SB,2025-10-07,1143413604,88069,7.702287229390004e-05,74819,12640,568,20,0,0,0,0,0,0,22
SAMN54911881,"Miami-Dade CDWWTP, FL",SB,2025-10-14,1405964350,158193,0.00011251565518,139802,17053,1255,70,0,0,0,0,0,0,13
SAMN54911882,"Miami-Dade CDWWTP, FL",SB,2025-10-21,1364471569,91185,6.682806888151437e-05,82272,8241,663,6,0,0,0,0,0,0,3
SAMN54911883,"Miami-Dade CDWWTP, FL",SB,2025-10-28,917153486,181467,0.0001978589219471,165901,14160,1395,11,0,0,0,0,0,0,0
SAMN54911884,"Miami-Dade CDWWTP, FL",SB,2025-11-04,1194128879,192962,0.0001615922731569,178225,14245,448,22,0,0,0,0,0,0,22
SAMN55951660,"Miami-Dade CDWWTP, FL",SB,2025-11-11,2171300320,536493,0.0002470837382826,479189,55112,1996,141,0,0,0,0,0,0,55
SAMN54911885,"Miami-Dade CDWWTP, FL",SB,2025-11-18,1340519898,208171,0.0001552912420849,183304,24245,588,34,0,0,0,0,0,0,0
SAMN54911886,"Miami-Dade CDWWTP, FL",SB,2025-11-25,969235674,165622,0.0001708789765408,158040,7177,380,15,0,0,0,0,0,0,10
SAMN54911887,"Miami-Dade CDWWTP, FL",SB,2025-12-02,1084727851,312923,0.0002884806541212,299069,12843,916,81,0,0,0,0,0,0,14
SAMN55279262,"Miami-Dade CDWWTP, FL",SB,2025-12-09,1153529443,19962,1.73051499648631e-05,18947,987,27,1,0,0,0,0,0,0,0
SAMN55279263,"Miami-Dade CDWWTP, FL",SB,2025-12-22,1013336325,472230,0.0004660150715508,442154,28683,1336,44,0,0,0,0,0,0,13
SAMN55279264,"Miami-Dade CDWWTP, FL",SB,2025-12-29,1292472797,1603788,0.001240867895806,1490936,108806,3615,411,0,0,0,0,0,0,20
